,A,B,tie,label,id,log_loss,perplexity
55,0.07007,0.7817,0.1481,1,13657431,0.24611319539899668,1.279040368424752
56,0.278,0.3943,0.3276,1,13744661,0.9306759310625868,2.0003755797789275
57,0.0836,0.4385,0.4778,2,13782880,0.7384761215595805,2.0003755797789275
58,0.03065,0.7993,0.1702,1,13797059,0.22413572846104818,1.251376126807664
59,0.4204,0.2512,0.3281,0,13896087,0.8662803112994937,2.0003755797789275
60,0.1295,0.3018,0.569,2,14280062,0.5642646830221232,1.7581851177314936
61,0.0768,0.823,0.10004,1,15059469,0.1945658808912783,1.2147631977177775
62,0.2537,0.4497,0.2966,1,15323548,0.7991589499040915,2.0003755797789275
63,0.6646,0.11957,0.216,2,15551443,1.5328046864131843,2.0003755797789275
64,0.1788,0.4404,0.3809,0,16956280,1.7214248886906471,2.0003755797789275
65,0.2676,0.3691,0.363,1,17579220,0.9963334395476915,2.0003755797789275
66,0.07275,0.3967,0.531,2,17994707,0.6336862098657163,1.8846355483946995
67,0.499,0.2236,0.2773,2,18086268,1.282497567438247,2.0003755797789275
68,0.5054,0.1603,0.3342,0,18120046,0.682340202696242,1.9786564485950449
69,0.3418,0.2847,0.3738,1,18777426,1.2566759106364334,2.0003755797789275
70,0.2695,0.5513,0.1791,0,19153923,1.310948862118616,2.0003755797789275
71,0.3494,0.5044,0.1464,2,19223330,1.9217922551143005,2.0003755797789275
72,0.6123,0.1827,0.2047,2,19855179,1.5859074150239063,2.0003755797789275
73,0.4382,0.2072,0.3547,0,19965981,0.8251279286594901,2.0003755797789275
74,0.4907,0.1677,0.3416,0,20092364,0.7118761656662222,2.0003755797789275
75,0.2401,0.211,0.549,2,20154595,0.5999699557057621,1.821807835138775
76,0.5117,0.2456,0.2426,0,20323081,0.669858043514724,1.953906248180283
77,0.1373,0.4285,0.434,1,20663371,0.8474199530556905,2.0003755797789275
78,0.2007,0.691,0.1083,2,21067116,2.2229462872060224,2.0003755797789275
79,0.2252,0.3499,0.4248,1,21998657,1.0501186611274849,2.0003755797789275
80,0.4634,0.147,0.3896,1,22287709,1.9175087214105226,2.0003755797789275
81,0.2262,0.521,0.2524,0,22387439,1.4859858429848285,2.0003755797789275
82,0.2712,0.3708,0.358,1,23469839,0.9919586641235708,2.0003755797789275
83,0.5713,0.2524,0.1761,0,23949628,0.5597378806039096,1.7501802890947238
84,0.7812,0.0905,0.128,0,23974130,0.2466769556969228,1.279715981003667
85,0.3582,0.4666,0.1752,0,24250539,1.026669310812675,2.0003755797789275
86,0.463,0.3328,0.2045,0,24291614,0.7703865467669022,2.0003755797789275
87,0.3552,0.2413,0.4033,2,24487972,0.9079021348747333,2.0003755797789275
88,0.05106,0.531,0.4182,1,24710636,0.6334726161506622,1.8841826046711896
89,0.3174,0.4116,0.271,1,25419050,0.887652028157543,2.0003755797789275
90,0.3552,0.2065,0.4382,2,26376073,0.8250058657969644,2.0003755797789275
91,0.3972,0.2693,0.3335,2,26741574,1.0981241265886084,2.0003755797789275
92,0.1243,0.703,0.1725,1,26762900,0.35215955657038117,1.421949560385336
93,0.2925,0.3625,0.345,1,26910129,1.0145961154825438,2.0003755797789275
94,0.4045,0.4014,0.1941,1,27672843,0.9128785911032185,2.0003755797789275
95,0.2063,0.3135,0.4805,1,27806049,1.1602747932969646,2.0003755797789275
96,0.2776,0.3062,0.4163,0,27899018,1.2816176729688076,2.0003755797789275
97,0.3223,0.4683,0.2095,0,27937485,1.1323791511389272,2.0003755797789275
98,0.469,0.2239,0.3071,2,28614681,1.180487729458958,2.0003755797789275
99,0.3965,0.4128,0.1908,1,28694407,0.884812880683289,2.0003755797789275
100,0.418,0.307,0.2751,0,28813930,0.8723486100176563,2.0003755797789275
101,0.5327,0.2231,0.244,1,29650947,1.4998135175015066,2.0003755797789275
102,0.53,0.252,0.2184,2,29769670,1.5216233266330954,2.0003755797789275
103,0.1741,0.7236,0.1023,0,29781135,1.7482847463050477,2.0003755797789275
104,0.7407,0.10205,0.1571,0,30596949,0.30000692904717924,1.349713974858492
105,0.554,0.1543,0.2917,0,30792503,0.5904751670714227,1.8050175765586784
106,0.2517,0.4087,0.3396,1,30960412,0.8947949156699231,2.0003755797789275
107,0.3872,0.422,0.1907,1,31055850,0.8624676810360532,2.0003755797789275
108,0.2744,0.416,0.3096,2,31514551,1.1725700317221726,2.0003755797789275
109,0.788,0.09534,0.11676,0,31747214,0.23833122603649404,1.269219881248484
110,0.1071,0.09827,0.7944,2,31919812,0.22994275670575762,1.2584537607645467
111,0.609,0.1683,0.2228,0,31970451,0.49612304047936195,1.6421122320370531
112,0.1855,0.2057,0.609,2,32074050,0.49624510334188765,1.6426000191701104
113,0.2083,0.1661,0.6255,2,33061116,0.4691006064989772,1.598541065407186
114,0.52,0.2593,0.2207,0,33161531,0.653888908015873,1.923483775565341
115,0.4438,0.2913,0.265,1,33358005,1.2335397446214276,2.0003755797789275
116,0.02812,0.823,0.1484,1,33407477,0.19430646366299356,1.2144510356758949
117,0.2673,0.335,0.3977,2,33540537,0.9220445581172986,2.0003755797789275
118,0.11383,0.696,0.1902,2,33989060,1.6595719986139925,2.0003755797789275
119,0.611,0.2291,0.1603,1,34066561,1.4737274215203076,2.0003755797789275
120,0.3599,0.4143,0.226,2,34107392,1.4875540975683172,2.0003755797789275
121,0.8213,0.09717,0.0813,0,34137502,0.19663597519433115,1.2172373153417375
122,0.5156,0.3125,0.1719,0,34141516,0.6623755218931916,1.9393529138757837
123,0.7427,0.09686,0.1603,0,34540796,0.2973125716655025,1.346248334964934
124,0.3767,0.4346,0.189,1,34780911,0.8336416342607402,2.0003755797789275
125,0.3545,0.2026,0.4429,2,34934612,0.8144765360442618,2.0003755797789275
126,0.443,0.2307,0.3262,0,35073394,0.8139254200203926,2.0003755797789275
127,0.2512,0.5625,0.1864,2,35088788,1.6799751049231824,2.0003755797789275
128,0.6475,0.173,0.1796,0,35322214,0.43469681541359056,1.5443352061735056
129,0.512,0.2544,0.2335,0,35654393,0.669148440625627,1.9526579933936132
130,0.5703,0.2378,0.1918,1,36351965,1.4362327853131216,2.0003755797789275
131,0.503,0.1898,0.3074,0,37079639,0.6874269677982426,1.98927722593248
132,0.1644,0.3706,0.465,0,37206390,1.8054002337314508,2.0003755797789275
133,0.3723,0.2438,0.3838,2,37358949,0.9575401159665048,2.0003755797789275
134,0.16,0.565,0.275,1,37403219,0.5709111812020349,1.7696363342366164
135,0.801,0.0852,0.11414,0,37409670,0.22228952820367992,1.2490275064670977
136,0.5713,0.1774,0.2512,0,37611174,0.5597378806039096,1.7504607720604308
137,0.1805,0.5415,0.278,1,37653109,0.613527061671557,1.84744773156777
138,0.1896,0.6626,0.1477,0,37875624,1.662847446366915,2.0003755797789275
139,0.3635,0.1993,0.437,0,38367458,1.0117840562716478,2.0003755797789275
140,0.3606,0.4397,0.2,0,38760658,1.0202419950154913,2.0003755797789275
141,0.5894,0.2052,0.2054,1,38966329,1.5837692138706734,2.0003755797789275
142,0.557,0.177,0.266,0,39691906,0.5852027471248501,1.7956984494171735
143,0.4373,0.2255,0.3372,1,39773882,1.489473289316362,2.0003755797789275
144,0.616,0.1838,0.2,1,39827089,1.6937009389194502,2.0003755797789275
145,0.3071,0.2605,0.4324,0,39962815,1.180487729458958,2.0003755797789275
146,0.521,0.2052,0.2737,2,39996578,1.295667665883497,2.0003755797789275
147,0.25,0.4636,0.2864,2,40014519,1.2504463180658683,2.0003755797789275
148,0.471,0.2262,0.303,0,40222815,0.7531312166761402,2.0003755797789275
149,0.2507,0.5923,0.1572,2,40277037,1.8503115514425175,2.0003755797789275
150,0.07056,0.67,0.2595,2,40687256,1.3489157883773957,2.0003755797789275
151,0.3948,0.2495,0.3555,1,41007496,1.38800522552352,2.0003755797789275
152,0.317,0.3052,0.378,2,41401699,0.9730471125696712,2.0003755797789275
153,0.6895,0.1063,0.2041,0,41729147,0.3717344903425241,1.4501052494741848
154,0.4043,0.2284,0.3672,2,41939754,1.0017605844458717,2.0003755797789275
155,0.1754,0.504,0.3206,2,42584195,1.1375742146528607,2.0003755797789275
156,0.2676,0.367,0.3652,1,43028545,1.0023036065341955,2.0003755797789275
157,0.1732,0.558,0.2686,1,44286334,0.5830852446009008,1.791560201713178
158,0.665,0.1501,0.1846,0,44429455,0.40766532901776686,1.503136907874761
159,0.4612,0.3123,0.2266,1,45306623,1.163932365140501,2.0003755797789275
160,0.3225,0.2769,0.4006,2,45679685,0.9147050756292529,2.0003755797789275
161,0.3179,0.4587,0.2234,1,45978184,0.7792711673058784,2.0003755797789275
162,0.603,0.127,0.2698,0,46298937,0.505548566665147,1.6579806871503753
163,0.10065,0.3904,0.509,2,46908692,0.6755386416114832,1.964692896117015
164,0.2598,0.526,0.2145,1,46944333,0.6428063718655356,1.902041315156717
165,0.4526,0.1863,0.361,2,47227021,1.018644704008544,2.0003755797789275
166,0.619,0.1543,0.2264,0,47651837,0.4793007733985402,1.614548514455494
167,0.2135,0.5312,0.2551,1,47717262,0.6324004809798235,1.8815984352552075
168,0.1716,0.4014,0.427,2,48081420,0.8509666917007417,2.0003755797789275
169,0.4666,0.2241,0.3093,2,48165008,1.1733589863982046,2.0003755797789275
170,0.6025,0.2206,0.177,0,48179205,0.506724844556591,1.6602553813372558
171,0.03967,0.814,0.1464,1,48264930,0.2058381034086044,1.228588926262839
172,0.7856,0.09393,0.1206,0,48300687,0.24143392787400492,1.2731879123606915
173,0.436,0.2303,0.3337,1,48531611,1.4682918647732646,2.0003755797789275
174,0.1995,0.5083,0.2925,0,48656223,1.612371182686868,2.0003755797789275
175,0.0217,0.9165,0.0617,2,49610973,2.7852737518931807,2.0003755797789275
176,0.2274,0.4233,0.349,1,49883581,0.8594579316151695,2.0003755797789275
177,0.3352,0.4788,0.186,0,49977065,1.0930127609513727,2.0003755797789275
178,0.299,0.3176,0.3833,2,50145026,0.95893526837699,2.0003755797789275
179,0.49,0.2086,0.3013,2,50196105,1.1996278844903236,2.0003755797789275
180,0.6323,0.1912,0.1766,0,50508809,0.458475074888286,1.5817834296058868
181,0.694,0.1523,0.1537,2,50914747,1.8727182354712548,2.0003755797789275
182,0.3845,0.252,0.3635,2,51473653,1.0119061340353348,2.0003755797789275
183,0.4775,0.3484,0.1742,0,52353020,0.7392313789871068,2.0003755797789275
184,0.3672,0.4438,0.189,1,52356911,0.8122738919819196,2.0003755797789275
185,0.393,0.2356,0.3713,1,52388359,1.4456380653803578,2.0003755797789275
186,0.1716,0.4692,0.3591,1,52459595,0.7566445771891059,2.0003755797789275
187,0.5093,0.2034,0.2876,2,53017222,1.2464369133353392,2.0003755797789275
188,0.2052,0.3381,0.4568,2,53058989,0.7836599033077798,2.0003755797789275
189,0.4363,0.2527,0.311,2,53134540,1.167849330587235,2.0003755797789275
190,0.588,0.1888,0.2231,0,53704229,0.5310922825269451,1.7004913492151257
191,0.588,0.201,0.2113,1,54080316,1.604446727929176,2.0003755797789275
192,0.10297,0.565,0.3318,2,54330510,1.102956530211345,2.0003755797789275
193,0.1715,0.2522,0.576,1,54384068,1.3774216198360183,2.0003755797789275
194,0.1827,0.31,0.5073,0,54866362,1.6998170257221865,2.0003755797789275
195,0.5703,0.2216,0.208,0,54973675,0.561448745007539,1.753123439116396
196,0.0295,0.2054,0.765,2,55198760,0.267777034838455,1.3070377275396243
197,0.641,0.1555,0.2035,0,55301863,0.4446711747191279,1.5600022687944983
198,0.05234,0.7905,0.1571,1,55908596,0.23502451443796757,1.2649138143894627
199,0.238,0.1626,0.599,2,56432908,0.512047371016313,1.6685801169711618
200,0.11334,0.7393,0.1473,1,56446540,0.3020475151430334,1.3526850456494082
201,0.4614,0.3147,0.2239,1,56570247,1.1561441637801564,2.0003755797789275
202,0.344,0.2983,0.3577,0,57303972,1.0671306548206636,2.0003755797789275
203,0.268,0.534,0.1976,1,57310751,0.626900925413785,1.8715564563125424
204,0.2222,0.2405,0.537,2,58949044,0.6213093569407626,1.8610721998417716
205,0.0627,0.762,0.175,2,59076194,1.7426292891007524,2.0003755797789275
206,0.0899,0.8447,0.0651,1,59377658,0.16849812823539986,1.1835452016808563
207,0.234,0.337,0.4292,0,59404456,1.4525186670961703,2.0003755797789275
208,0.0688,0.802,0.1295,2,59808824,2.0440072419589868,2.0003755797789275
209,0.4614,0.252,0.2866,2,59939964,1.249594166331302,2.0003755797789275
210,0.0598,0.84,0.10046,1,60373227,0.17466147921442532,1.1909135396686157
211,0.4207,0.2864,0.293,2,60545540,1.227689330943252,2.0003755797789275
212,0.384,0.299,0.317,0,60548314,0.9570262636610659,2.0003755797789275
213,0.3083,0.4258,0.2659,1,60898580,0.8538295622504187,2.0003755797789275
214,0.654,0.1422,0.2039,0,61276176,0.424818562704539,1.529294402473529
215,0.612,0.0771,0.3113,0,61343237,0.4915061199703199,1.6345962116087476
216,0.0842,0.7505,0.1652,2,61412684,1.800711641344814,2.0003755797789275
217,0.4963,0.2131,0.2905,2,61501780,1.2360575806137686,2.0003755797789275
218,0.1904,0.5117,0.2976,2,61619064,1.2117358668058982,2.0003755797789275
219,0.3323,0.2656,0.402,0,61925294,1.1017911640678777,2.0003755797789275
220,0.2256,0.1117,0.6626,1,62043814,2.1918672042400806,2.0003755797789275
221,0.7314,0.1171,0.1514,0,62069597,0.3126717850632627,1.3669542554081666
222,0.1497,0.6836,0.167,1,62077669,0.3806355813835758,1.4632587837133029
223,0.1921,0.425,0.3828,2,62424602,0.9602099658089905,2.0003755797789275
224,0.09656,0.4795,0.4238,1,62764458,0.7349056000412455,2.0003755797789275
225,0.3472,0.2422,0.4106,2,63619026,0.8900273261864503,2.0003755797789275
226,0.257,0.1744,0.5684,2,63662467,0.5648792801043283,1.759203508505189
227,0.3682,0.399,0.2328,1,64112033,0.9188578135357085,2.0003755797789275
228,0.3357,0.4375,0.2267,0,64987913,1.0914350788549851,2.0003755797789275
229,0.448,0.3628,0.1893,2,65555822,1.6643802469652758,2.0003755797789275
230,0.3987,0.1912,0.4102,2,65700319,0.8912170943220391,2.0003755797789275
231,0.276,0.4187,0.3054,1,65900695,0.8705978071193035,2.0003755797789275
232,0.2737,0.2568,0.4695,0,66246031,1.295789743647184,2.0003755797789275
233,0.331,0.1716,0.497,2,66717329,0.6987796186167564,2.0003755797789275
234,0.10944,0.647,0.2438,2,67828746,1.4116951025704636,2.0003755797789275
235,0.4438,0.2302,0.326,1,68277554,1.4686998840858863,2.0003755797789275
236,0.4348,0.2532,0.312,2,70264803,1.1647145317818637,2.0003755797789275
237,0.3955,0.2534,0.3508,0,71023956,0.9273405680607401,2.0003755797789275
238,0.0938,0.2695,0.6367,2,71699302,0.4514882769664808,1.5710374725584666
239,0.38,0.2391,0.381,2,72135386,0.9648063090664373,2.0003755797789275
240,0.3325,0.2954,0.372,0,72511783,1.101056680009886,2.0003755797789275
241,0.2075,0.6147,0.1779,1,73144799,0.48666801497757695,1.6271516784168192
242,0.11237,0.796,0.09155,1,73160093,0.2281005701239874,1.2561090872935536
243,0.533,0.2795,0.1871,0,73576434,0.628730752090861,1.8747562300732192
244,0.5513,0.165,0.284,0,73771022,0.5957755328372637,1.814702415674535
245,0.1924,0.5327,0.275,1,74109885,0.6297690003263275,1.877042489510089
246,0.4949,0.2527,0.2524,0,74125158,0.7034540202673437,2.0003755797789275
247,0.4612,0.237,0.3015,2,74321866,1.1986957472250923,2.0003755797789275
248,0.4238,0.2323,0.344,1,74591564,1.4598485428456651,2.0003755797789275
249,0.2307,0.5303,0.2393,1,74771281,0.634606596493045,1.8865052908500104
250,0.3054,0.4304,0.2642,0,75465848,1.1860676562524326,2.0003755797789275
251,0.5176,0.2379,0.2448,0,75510608,0.6588389098808128,1.9326810815456044
252,0.516,0.2473,0.2367,2,75636523,1.4411077548991629,2.0003755797789275
253,0.2917,0.3364,0.3718,0,75652056,1.2318647023537326,2.0003755797789275
254,0.3179,0.1895,0.4927,0,76546068,1.1461093439508292,2.0003755797789275
255,0.2426,0.2908,0.4666,2,76937152,0.7622621447153837,2.0003755797789275
256,0.5493,0.2036,0.247,0,76953214,0.598958593757191,1.82014582676974
257,0.1973,0.324,0.4788,1,77100058,1.1270901323871363,2.0003755797789275
258,0.268,0.362,0.3696,1,77745064,1.0156996541492378,2.0003755797789275
259,0.7207,0.1007,0.1785,0,77799737,0.32740590323529367,1.3872252561211342
260,0.5435,0.2004,0.256,1,77822904,1.6072430572669154,2.0003755797789275
261,0.0836,0.538,0.3784,1,77862025,0.6198590593090643,1.8588922089076765
262,0.17,0.7114,0.1184,0,78048540,1.7715762957357963,2.0003755797789275
263,0.3347,0.2576,0.408,1,78323278,1.3567142316367042,2.0003755797789275
264,0.7085,0.09015,0.2013,0,78445775,0.3445496962562396,1.4113963339500597
265,0.5513,0.133,0.3154,2,78726841,1.1535753119446226,2.0003755797789275
266,0.5107,0.2537,0.2358,0,79087561,0.6721344523620576,1.958597392882084
267,0.6396,0.1582,0.2021,0,79179109,0.4468365699642012,1.5631965088905482
268,0.441,0.3433,0.2157,0,80141038,0.818774354978726,2.0003755797789275
269,0.2343,0.4143,0.3516,1,80205282,0.8812709643476431,2.0003755797789275
270,0.1383,0.5376,0.324,0,80279897,1.9781670084875957,2.0003755797789275
271,0.04776,0.2249,0.7275,2,80657707,0.31824016347017053,1.374666139541934
272,0.117,0.546,0.337,1,80787512,0.6051392102097508,1.8312909086642184
273,0.4153,0.3367,0.248,0,80968808,0.878794574323482,2.0003755797789275
274,0.02255,0.8364,0.1411,1,81653300,0.17870903637895771,1.1956813489295628
275,0.295,0.2229,0.4822,2,81700778,0.7294424893841215,2.0003755797789275
276,0.4028,0.2288,0.3684,1,82344731,1.4750828844809216,2.0003755797789275
277,0.3477,0.2646,0.3877,0,82826838,1.0565410747474226,2.0003755797789275
278,0.6006,0.1958,0.2036,0,82849718,0.5098495377929352,1.6650746916867625
279,0.431,0.2017,0.3674,2,83046909,1.0012179895363675,2.0003755797789275
280,0.2644,0.4663,0.2693,2,83055200,1.3119771474658413,2.0003755797789275
281,0.4697,0.3345,0.1957,0,83407252,0.7554824577300049,2.0003755797789275
282,0.3467,0.3257,0.3276,0,83620275,1.0593540161240373,2.0003755797789275
283,0.7114,0.11847,0.1699,1,83732566,2.132918822435621,2.0003755797789275
284,0.2744,0.4487,0.2766,0,83928327,1.2928729658335334,2.0003755797789275
285,0.2227,0.464,0.3132,2,84031958,1.1608098021037072,2.0003755797789275
286,0.2727,0.3003,0.427,0,84096412,1.299364367650143,2.0003755797789275
287,0.4688,0.2214,0.3098,0,84127059,0.7576857016975165,2.0003755797789275
288,0.551,0.1758,0.2734,0,84178907,0.5964175541013942,1.8153556967156088
289,0.2355,0.2131,0.5513,0,84389393,1.446034256609873,2.0003755797789275
290,0.4478,0.3345,0.2178,1,84483673,1.0952001478971731,2.0003755797789275
291,0.4949,0.2153,0.2898,2,84569956,1.2385817721096757,2.0003755797789275
292,0.197,0.3704,0.4326,2,84762535,0.8379020355543174,2.0003755797789275
293,0.07367,0.6387,0.2874,1,84798842,0.4480592317853996,1.5652178131566166
294,0.1575,0.711,0.1315,1,85318392,0.3410486796390802,1.406280259321547
295,0.03494,0.5903,0.3745,1,85565223,0.5268564896770775,1.693579943878489
296,0.4204,0.1813,0.3982,2,85758625,0.9206954863346428,2.0003755797789275
297,0.5083,0.1832,0.3086,2,86511480,1.1758516548750666,2.0003755797789275
298,0.2449,0.41,0.3452,2,87092462,1.0635883202628256,2.0003755797789275
299,0.4983,0.2659,0.2358,0,87490807,0.6965710039094989,2.0003755797789275
300,0.4114,0.256,0.3328,1,88139056,1.362417669150574,2.0003755797789275
301,0.507,0.1636,0.3296,2,88362449,1.1099062952868686,2.0003755797789275
302,0.325,0.3704,0.3047,2,88633480,1.1884686177899708,2.0003755797789275
303,0.3267,0.2275,0.4458,0,88675730,1.1188349260311699,2.0003755797789275
304,0.317,0.1307,0.5522,1,88927863,2.0344431990678533,2.0003755797789275
305,0.3254,0.3984,0.276,0,88943976,1.1223346761084612,2.0003755797789275
306,0.597,0.1849,0.218,0,88975668,0.5156789133347518,1.6750696297621606
307,0.798,0.0936,0.10846,0,89036775,0.2257716737204793,1.2532832992607317
308,0.3503,0.2754,0.3743,2,89547592,0.9827842878475296,2.0003755797789275
309,0.1006,0.75,0.1495,1,89633373,0.28780413531430665,1.3335784726943447
310,0.3167,0.2742,0.4092,2,90282780,0.8936008856773153,2.0003755797789275
311,0.579,0.1641,0.2568,0,90309999,0.5462774066017276,1.726688589027368
312,0.5103,0.2732,0.2167,1,90353060,1.2976975212699442,2.0003755797789275
313,0.03268,0.8145,0.153,1,90530234,0.20532995178438554,1.2279938891676772
314,0.4883,0.0539,0.4578,2,91036999,0.7813411912958615,2.0003755797789275
315,0.1,0.7188,0.1814,1,91062197,0.3303637497331026,1.3915564952470625
316,0.1398,0.6987,0.1617,1,91073225,0.3587343174304749,1.4315220039172871
317,0.3047,0.3955,0.2998,0,91249465,1.1884686177899708,2.0003755797789275
318,0.3208,0.2756,0.4036,0,91353116,1.136934967674788,2.0003755797789275
319,0.5654,0.2019,0.2325,2,91392552,1.4585539819548008,2.0003755797789275
320,0.0722,0.2096,0.7183,1,91508203,1.5626405196754942,2.0003755797789275
321,0.7427,0.11084,0.1466,1,91910103,2.1997910315405216,2.0003755797789275
322,0.3594,0.274,0.3667,2,92324167,1.0032133343952636,2.0003755797789275
323,0.2898,0.4453,0.265,0,92862218,1.2385817721096757,2.0003755797789275
324,0.32,0.2927,0.3872,1,92984718,1.2285230116918295,2.0003755797789275
325,0.2925,0.2329,0.4746,2,93150483,0.7452631816989593,2.0003755797789275
326,0.0856,0.714,0.2006,1,93553254,0.3370583458496746,1.4008894535682976
327,0.494,0.1776,0.3286,0,93800091,0.7055513924141239,2.0003755797789275
328,0.4395,0.2406,0.3198,1,94740109,1.4244949623628818,2.0003755797789275
329,0.319,0.478,0.203,1,95211333,0.7382094064914136,2.0003755797789275
330,0.4785,0.2595,0.262,0,96519810,0.7370664144947808,2.0003755797789275
331,0.588,0.1741,0.238,0,96831724,0.5312143602906321,1.701053246326616
332,0.3945,0.1875,0.418,0,96902474,0.930056927638303,2.0003755797789275
333,0.3667,0.3816,0.252,0,97053367,1.0034574452227911,2.0003755797789275
334,0.3242,0.3076,0.368,2,97120486,0.9996457976606743,2.0003755797789275
335,0.0636,0.1556,0.781,1,97391343,1.8602118896867625,2.0003755797789275
336,0.2644,0.0935,0.642,2,97535673,0.4430270415475335,1.55734838141168
337,0.7993,0.08856,0.1121,0,98606019,0.2239984087882635,1.2510277951726176
338,0.718,0.1495,0.1329,0,99337382,0.3318454172141438,1.3934979129778111
339,0.468,0.2422,0.2898,0,99602950,0.7592494236736992,2.0003755797789275
340,0.708,0.0995,0.1924,2,99673516,1.6481459990977776,2.0003755797789275
341,0.4487,0.3127,0.2385,1,99810117,1.1623698648226095,2.0003755797789275
342,0.4773,0.2408,0.2817,0,100272253,0.7394986165361905,2.0003755797789275
343,0.676,0.1361,0.1881,2,100936447,1.6707265119591732,2.0003755797789275
344,0.5913,0.2369,0.1719,0,101218967,0.5255393054688319,1.6915979471200202
345,0.08276,0.588,0.3293,2,101474451,1.110647310511588,2.0003755797789275
346,0.275,0.4177,0.3074,0,101762713,1.2913393580197081,2.0003755797789275
347,0.473,0.2798,0.2474,1,101918832,1.2738553323071846,2.0003755797789275
